X,Y,OBJECTID,record,vesselTerms,areaIdentifier,chart,positionQuality,positionSource,depth,soundingType,yearSunk,history,latitudeDD,longitudeDD
-8864713.6405911,3019783.42163956,6317,118,ELI ALLEN,H,11460,Low,Unknown,0,,,"00118 DESCRIPTION 01 1906 24 NO.8736; SCHOONER, 968 GT,SUNK 6/17/06 BY MARINE CASUALTY SURVEY REQUIREMENTS NOT DETERMINED",26.167028,-79.633075
-9111479.63524993,3019784.03574126,6318,119,UNKNOWN,H,11429,Low,Unknown,0,,,00119 HISTORY NM 30/44 REPORTED A BARGE IN 21 FT. OF WATER AND A HAZARD TO NAVIG. DESCRIPTION 24 NO 520; REPORTED REMOVED 27 NO.810; WK OF A BARGE SUNK IN 21 FT.,26.167033,-81.849811
-8914995.44491969,3024607.30223719,6319,123,CUMBERLAND,H,11466,Low,Unknown,0,,,HISTORY LNM DATED 10/13/49 DESCRIPTION 24 NO. 676; POSITION ACCURACY WITHIN 1 MILE; LOCATED 1/31/44 (SOURCE UNK). SURVEY REQUIREMENTS NOT DETERMINED,26.205914,-80.084764
-8803484.22931347,3028054.20503379,6320,124,CG 83421,H,11460,Low,Unknown,0,,,"00124 DESCRIPTION 24 NO.1115; PATROL, 44 GT,SUNK 6/30/43 BY MARINE CASUALTY; POSITION ACCURACY 1-3 MILES 62",26.233692,-79.083042
-9141165.4356344,3042195.25989179,6321,127,UNKNOWN,H,11420,Low,Not Provided,0,,,"00127 HISTORY LNM23/83--WK SUNK 1936 STILL PRESENT IN APPROX. LAT.26-20-50N, LONG.82-07-50W DESCRIPTION 27 NO. 618; DREDGE; SUNK 3/26/36; REPORTED THROUGH U.S. ENGINEERS, JACKSONVILLE, FL",26.347583,-82.116483
-9142711.55248862,3042195.25985285,6322,128,UNKNOWN,H,11426,Low,Not Provided,0,,,"00128 HISTORY NM DATED 9/19/56--UNKNOWN SOURCE REPORTED FAILED TO LOCATE DESCRIPTION 24 NO 688; DREDGE, SUNK 3/26/36 SURVEY REQUIREMENTS NOT DETERMINED",26.347583,-82.130372
-8912057.83476521,3055174.35764986,6323,130,UNKNOWN,H,11466,Low,Unknown,0,,,00130 DESCRIPTION 24 NO.675; POSITION ACCURACY WITHIN 1 MILE; REPORTED THROUGH CGS SURVEY SURVEY REQUIREMENTS NOT DETERMINED,26.452017,-80.058375
-8903677.58992499,3063258.14748725,6324,132,OHIOAN,H,11466,Low,Unknown,0,,,"DESCRIPTION 24 NO.840; CARGO, 6078 GT; SUNK 5/8/42 BY SUBMARINE; POSITION ACCURACY 1-3 MILES 61 DATED 5/8/42",26.517014,-79.983094
-8909800.16385617,3069065.02492613,6325,133,UNKNOWN,H,11466,Low,Unknown,0,,,00133 DESCRIPTION 24 NO.1627; POSITION ACCURACY WITHIN 1 MILE; REPORTED THROUGH H.O. CHART RECORDS SURVEY REQUIREMENTS NOT DETERMINED,26.563681,-80.038094
-9647679.17110226,3081926.15152258,6326,137,TORNY,H,11006,Low,Unknown,0,,,"00137 DESCRIPTION 67 DATED 2/30/50 24 NO.5159; CARGO, 2424 GT; SUNK 5/8/42 BY SUBMARINE; POS. ACCU. 3-5 MILES SURVEY REQUIREMENTS 1NOT DETERMINED",26.666972,-86.666572
-9662522.07097668,3086078.80075079,6327,139,ALLEGHANY,H,11006,Low,Unknown,0,,,"00139 DESCRIPTION 01 1921 24 NO.8793; CARGO, 396 GT,SUNK 5/20/21 BY MARINE CASUALTY SURVEY REQUIREMENTS NOT DETERMINED",26.700303,-86.799908
-8805649.3961417,3112760.00147232,6328,143,UNKNOWN,H,11460,Low,Unknown,0,,,"00143 DESCRIPTION 24 NO.745; POSITION ACCURACY WITHIN 1 MILE; REPORTED THROUGH H.O. FILES, DATED 1941 SURVEY REQUIREMENTS NOT DETERMINED",26.914225,-79.102492
-8998301.4125616,3119350.06075994,6329,144,M.R. SHAW SR.,H,11006,Low,Unknown,0,,,"00144 DESCRIPTION 24 NO.5158; CARGO, 598 GT; SUNK 11/4/42 BY MARINE CASUALTY; POSITION ACCURACY 3-5 MILES. 61",26.967,-80.833114
-9480697.43999363,3119346.92533962,6330,145,E.L. COTTINGHAM,H,11006,Low,Unknown,0,,,"00145 DESCRIPTION 01 1906 24 NO.8738; SCHOONER, 523 GT, SUNK 6/10/06 BY MARINE CASUALTY SURVEY REQUIREMENTS NOT DETERMINED",26.966975,-85.16655
-8682881.21631234,3123514.3582636,6331,146,SONORA,H,11013,Low,Unknown,0,,,"00146 DESCRIPTION 24 NO.5187; CARGO, 2220 GT; SUNK 6/22/45 BY MARINE CASUALTY; POS. ACCU. 3-5 MILES 61",27.000336,-77.999647
-8915119.12339821,3124034.60038648,6332,147,GULFLAND,H,11474,Low,Unknown,0,,,"HISTORY NM DATED 2/14/56 DESCRIPTION 24 NO.841; TANKER, 5277 GT; SUNK 10/21/43 BY MARINE CASUALTY; POSITION ACCURACY 1-3 MILES",27.0045,-80.085875
-8910542.33253201,3124763.4050628,6333,148,REPUBLIC,H,11474,Low,Unknown,0,,,"HISTORY NM21/42 REPORTED AT LAT. 27-00-38N, 80-02-37W. NM38/44 DREPORTED DEMOLISHED AND WD CLEARED TO 31 FT. NM43/44 SEE NM38/44 DES",27.010333,-80.044761
-8914438.51587789,3125804.3878774,6334,150,UNKNOWN,H,11474,Low,Unknown,0,,,00150 HISTORY NM DATED 12/12/47 DESCRIPTION 24 NO.674; POSITION ACCURACY WITHIN 1 MILE SURVEY REQUIREMENTS NOT DETERMINED,27.018664,-80.079761
-8813689.44911263,3127678.87917733,6335,151,UNKNOWN,H,11460,Low,Unknown,0,,,00151 DESCRIPTION 24 NO.744; POSITION ACCURACY WITHIN 1 MILE; REPORTED THROUGH H.O. FILES; DATED 1941 SURVEY REQUIREMENTS NOT DETERMINED,27.033664,-79.174717
-8912954.29277485,3129761.97717148,6336,152,UNKNOWN,H,11474,Low,Unknown,0,,,00152 DESCRIPTION 24 NO.507; POSITION ACCURACY WITHIN 1 MILE; LOCATED 4/19/43 AS REPORTED BY GSF. SURVEY REQUIREMENTS NOT DETERMINED,27.050331,-80.066428
-8912366.74839335,3132192.54814055,6337,153,UNKNOWN,H,11474,Low,Unknown,0,,,00153 DESCRIPTION 24 NO.516; POSITION ACCURACY WITHIN 1 MILE; LOCATED 4/19/43 BY SOUND CONTACT IN 10 FMS AS REPORTED BY GSF SURVEY REQUIREMENTS NOT DETERMINED,27.069775,-80.06115
-8898111.39312579,3142266.46328246,6338,156,W D ANDERSON,H,11474,Low,Unknown,0,,,DESCRIPTION 24 NO.842; TANKER; 10227 GT; SUNK 2/22/42 BY SUBMARINE; POSITION ACCURACY 1-3 MILES 61 DATED 2/22/42 SURVEY REQUIREMENTS NOT DETERMINED,27.150328,-79.933092
-8923715.77422397,3148314.07188354,6339,157,UNKNOWN,H,11474,Low,Unknown,0,,,00157 DESCRIPTION 24 NO.1625; POSITION ACCURACY WITHIN 1 MILE; REPORTED THROUGH H.O. CHART RECORDS SURVEY REQUIREMENTS NOT DETERMINED,27.198658,-80.1631
-8914593.47371073,3166159.98395317,6340,162,UNKNOWN,H,11474,Low,Unknown,0,,,00162 HISTORY NM DATED 7/18/53 DESCRIPTION 24 NO.678; POSITION ACCURACY WITHIN 1 MILE; LEAST DEPTH 24 FT. (SOURCE UNK.) SURVEY REQUIREMENTS NOT DETERMINED,27.341153,-80.081153
-8851725.77286489,3167308.70929631,6341,163,CONISCLIFFE,H,11460,Low,Unknown,0,,,"00163 DESCRIPTION 01 19 24 24 NO.8795; SCHOONER; 444 GT,SUNK 4/7/21 BY MARINE CASUALTY SURVEY REQUIREMENTS NOT DETERMINED",27.350319,-79.516403
-8911346.2833903,3172845.24490283,6342,166,AMAZONE,H,11474,Low,Unknown,0,,,"HISTORY NM19/42 NM24/42--BUOY MOORED 12 FT ABOVE WATER 250 YDS, 270 DEG FROM WRECK AT APPROX. POS. LAT.27-23-15N, LONG.80-04-00W. NM31/",27.394486,-80.051983
-8911469.95938082,3172845.24489951,6343,167,UNKNOWN,H,11460,Low,Scaled,,,,"00167 HISTORY ----------ORIGINATING SOURCE NOT DETERMINED LNM25/75--NOS ADVISES WK SHOWN BY 42-FT CLEARED DEPTH AT 27-23-39N, 80-03-12W WAS CLEARED BY 1973 WD TO 84 FT. THUS DISPROVING WK. AT THIS POSITION. BUOY",27.394486,-80.053094
-8936579.63664149,3183540.74569576,6344,170,UNKNOWN,H,11474,Low,Unknown,0,,,00170 HISTORY NM DATED 10/23/52 DESCRIPTION 24 NO.1624; BARGE; SUNK 1952; LOCATED 9/26/52 (SOURCE UNK.) POSITION ACCURACY WITHIN 1 MILE; LEAST DEPTH 27 FT. (SOURCE UNK.),27.479758,-80.278658
-8920375.30229883,3305863.7498669,6345,2404,PAN MASSACHUSETTS,H,11476,Low,Unknown,0,,,DESCRIPTION 24 NO.843; TANKER 8201 GT; SUNK 2/19/42 BY SUBMARINE; POS. ACCUR. 1-3 MILES 61 2/19/42 SURVEY REQUIREMENTS NOT DETERMINED,28.450278,-80.133092
-9107064.58715734,2822425.33167413,6346,12925,UNKNOWN,H,11441,High,Direct,5,Feet and tenths,,"HISTORY H10956/00-01-- OPR-H355-WH; WRECK LOCATED DURING MAIN SCHEME SIDE SCAN SONAR OPS. DIVERS DESCRIBE A FIBERGLASS VESSEL APPROX. 15 FEET LONG. SWMB LD OF 5 FEET IN LAT. 24-33-54.48N, LONG. 81-48-36.54W. EVALUATOR RECOMMENDS DELETING CHARTED DA",24.565133,-81.81015
-8970186.78140649,3301995.60831777,6347,13307,IMPATIENCE,H,11481,Med,Direct,,,,"LNM 49/86 (USCG DISTRICT 7) -- VISIBLE WRECK OF M/V IMPATIENCE IN POSITION APPROXIMATE 28-25-11 N, 80-34-50 W (NAD 83). UPDATED 7/1/2005 JCM.",28.419722,-80.580556
-8970515.39660894,3300940.53263401,6348,13308,UNKNOWN,H,11481,Med,Scaled,,,,L 292/83 -- DERELICT BARGE REPORTED SUNK IN A SLOUGH IMMEDIATELY NORTH OF THE NORTH JETTY ON 4 FEBRARY 1983. THE REPORT STATES THAT THERE ARE NO PLANS TO REMOVE THIS BARGE. THE AWOIS POSITION ABOVE IS THE CURRENTLY CHARTED POSITION FROM CHART 11481. UPD,28.411386,-80.583508
-9097585.72973483,2820573.19711835,6349,13872,WRECK,H,11442,Med,Direct,8,Feet and tenths,,L - 1505/84 - 40 FT Lobster vessel sunk in approx position 24-33N / 81-43-30W 125 ft west of Boca Chica Channel and southwest of channel marker # 3. Currently charted as a wreck ED and lies in roughly 8 ft. of water. Updated 2/27/07 PTT.,24.55,-81.725
-9094802.7416595,2820573.19717748,6350,13873,WRECK,H,11442,Med,Direct,4,Feet and tenths,,L-807/86 - Only a rough outline was reported at time of source letter submission and wreck is believed to no longer exist. Updated 2/27/07 PTT,24.55,-81.7
-9092267.1054104,2813231.96731031,6351,13875,UNKNOWN,H,11442,Med,Scaled,1,Feet and tenths,,L - 444/73 70 ft fishing vessel ran a ground on a small out cropping of coral that covers and uncovers at approx. 24-29-24 / 81-40-38. Updated 2/27/07 PTT,24.49,-81.677222
-8915620.72634473,3010602.4424884,6352,9906,UNKNOWN,H,11470,High,Direct,43,Feet and tenths,1982,"AWOIS 9906: SURVEY REQUIREMENT COMMENTS SEE PROJECT LIMITS / PRESURVEY REVIEW PLOT, AND MAPINFO TABLE ""LIMITS"" FOR REQUIRED SEARCH AREA. HISTORY LNM31/82--8/4/82; A VESSEL OF UNKNOWN SIZE AND TYPE HAS BEEN REPORTED SUNK IN ABOUT 45 FT OF WAT",26.092983,-80.090381
-9140052.24020268,3034054.42240515,6353,3197,BELLE TRIX,H,11420,Low,Direct,0,,,"HISTORY LNM24/82--8TH CGD; THE BELLE TRIX REP. SUNK IN 1964 IN APPROX. POS. LAT.26- 16-54N, LONG.82-06-24W. SURVEY REQUIREMENTS NOT DETERMINED",26.282031,-82.106483
-9142834.67359985,3109570.272825,6354,3203,QUEEN B V,H,11420,Low,Unknown,0,,,"HISTORY LNM17/77--7TH CGD; A 34FT CHRIS-CRAFT WOODEN BOAT WAS REP. BURNED AND SUNK IN 14FT DEPTHS IN APPROX. POS. LAT.26-53-18N, LONG.82-07-54W.(ENTERED, 12/29/83, MJF).",26.888672,-82.131478
-9134918.63098306,3108842.25474657,6355,3205,UNKNOWN,H,11420,Low,Unknown,0,,,"03205 HISTORY CL1496/71--USPS; A 30FT HOUSEBOAT WAS REP. AWASH ON A SMALL MANGROVE ISLAND IN APPROX. POS. LAT.26-52-57N ,LONG.82-03-38W. A VISIBLE WK. WAS CHARTED. (ENTERED, 12/29/83, MJF).",26.882839,-82.060367
-8938310.65840933,3297988.38297478,6356,2672,OCEAN VENUS,H,11476,Low,Scaled,,,,HISTORY NM DATED 2/7/57 FE47/44WD--(REVIEW SURVEY FOR DETAILS) FE144/57WD--(REVIEW SURVEY FOR DETAILS) (GP C,28.388058,-80.294208
-9130372.44675366,2846693.65652646,6357,2673,STURTEVANT,H,11420,Med,Scaled,47,Feet and tenths,,"02673 HISTORY CL347/58--US NAVY WK LIST, NO.698; DESTROYER, 1190 GT, SUNK 4/26/42 BY NAVY MINE; POS.24-45N, 82-01W; LOCATED 4/11/45; REPORTED THRU GULF SEA FRONTIER 12/23/42.",24.76325,-82.019528
-9127379.73919701,3119126.98738787,6358,3232,UNKNOWN,H,11420,High,Unknown,0,,,"03232 HISTORY H8741/1959-58--NOS; VISIBLE WRECK LOCATED IN LAT.26-57-53.3N, LONG.81-59-34.2W THE POS. WAS SCALED FROM THE SURVEY. IT IS PRESENTLY CHARTED AS A VISIBLE WK. (CHART 11426, 25TH ED). IN ADDITION THERE WERE PILING LOCATED IN",26.965214,-81.992644
-9126012.73570349,3128581.83902367,6359,3234,UNKNOWN,H,11420,Low,Scaled,0,,,"03234 HISTORY H8741/1959--NOS; A SUNKEN WRECK WAS LOCATED EXTENDING FROM THE MHWL, IN LAT.27-02-25.4N, LONG.81-58-49.9W. THIS POS. WAS SCALED FROM THE SURVEY. IT IS PRESENTLY CHARTED AS A SUBM. WK.(CHART 11426, 25TH ED) (ENTERED, 12/9/83,",27.040889,-81.980364
-9462140.47010941,2896276.5038608,6360,3238,BIG WHEEL,H,11006,Low,Direct,0,,,"HISTORY LNM24/84--8TH CGD; THE M/V BIG WHEEL REP. SUNK IN 1982 IN APPROX. POS. LAT.25- 10-00N, LONG.85-00-00W. SURVEY REQUIREMENTS NOT DETERMINED",25.167042,-84.99985
-8938373.10421677,3135700.0178277,6361,3268,UNKNOWN,H,11460,Low,Scaled,0,,,"03268 HISTORY CL1219/79--USPS; REPORTED AND ADDED VISIBLE WRECK, APPEARED TO BE A BARGE. SCALED IN LAT.27-05-51N, LONG.80-17-42W AT 1:80,000 (CHART 11428-A) (ENTERED, 1/84, NJA).",27.097828,-80.294769
-8935373.71108365,3139695.05072246,6362,3269,UNKNOWN,H,11460,Low,Scaled,0,,,"03269 HISTORY CL205/81--USPS; REPORTED VISIBLE WRECK, APPEARED TO BE METAL BARGE. ADDED TO CHART. SCALED IN LAT.27-07-46N, LONG.80-16-05W AT 1:80,000 (CHART 11428-A) (ENTERED, 1/84, NJA)",27.129772,-80.267825
-8935064.46546137,3140216.27502327,6363,3271,UNKNOWN,H,11460,Low,Scaled,0,,,03271 HISTORY CL1219/79--USPS; UNCHARTED WRECK ALONG SHORE EXTENDING INTO WATER. ADDED VISIBLE WRECK. CL205/81--USPS; REPORTED VISIBLE WRECK WAS NOT VISIBLE. CHANGED SYMBOL TO,27.133939,-80.265047
-8935682.95691704,3147236.37174451,6364,3279,UNKNOWN,H,11460,Low,Scaled,0,,,"03279 HISTORY ORIGINATING SOURCE UNKNOWN--SUNKEN WRECK PA CL369/78--USPS; REPORTED NO WRECK VISIBLE. CHANGED TO SUBM WRECK PA. SCALED IN LAT.27-11-23N, LONG.80-16-15W AT 1:40,000 (CHART 11428-A) (ENTERED, 1/84,",27.190047,-80.270603
-8985313.76362221,3113106.4368954,6365,3309,NELLIE,H,11460,Low,Scaled,0,,,"03309 HISTORY LNM36/78--7TH CGD; 75FT BARGE REPORTED SUNK IN APPROX. POS. LAT.26-55N, LONG.80-43W. ADDED VISIBLE WRECK PA. LNM37/78--7TH CGD; DUPLICATION OF ABOVE, BUT ADDITION OF A QUICK FLASHING",26.917,-80.716444
-8977737.91341957,3111303.29411955,6366,3315,TEGRA,H,11460,Med,Scaled,0,,,"03315 HISTORY LNM4/76--7TH CGD; REPORTED 60FT SECTION OF THE WHITE-HULLED VESSEL HAD BEEN SUNK IN APPROX 12FT IN LAT.26-54-23N, LONG.80-40-24W. ADDED SUNKEN WK PA. LNM8/76--7TH CGD; (FURTHER INFO) REPORTED WRECK SUNK AND AWASH APPROX 11FT IN",26.902556,-80.648389
-9131888.84517301,3015650.66575452,6367,2749,ORION,H,11429,Low,Direct,0,,,"02749 HISTORY LNM24/84--8TH CGD; THE ORION REP. SUNK IN APPROX. POS. LAT.26-08-00N, LONG.82- 02-00W. SURVEY REQUIREMENTS NOT DETERMINED",26.133703,-82.03315
-9172706.26477353,3073629.85522034,6368,2761,LITTLE DAVID,H,11426,Low,Direct,0,,,"02761 HISTORY LNM24/84--8TH CGD; THE LITTLE DAVID REP. SUNK IN 1960 IN APPROX. POS. LAT.26- 36-00N, LONG.82-24-00W. SURVEY REQUIREMENTS NOT DETERMINED",26.600353,-82.399819
-9178273.79602889,2935278.24477459,6369,2763,UNKNOWN,H,11420,Low,Direct,0,,,"02763 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN 1942 IN APPROX. POS. LAT.25-29- 00N, LONG.82-27-00W. SURVEY REQUIREMENTS NOT DETERMINED",25.483728,-82.449833
-9207029.86141314,3181937.86823229,6370,2768,UNKNOWN,H,11420,Low,Direct,0,,,"02768 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN APPROX. POS. LAT.27-28-00N, LONG.82-42-30W. SURVEY REQUIREMENTS NOT DETERMINED",27.466983,-82.708153
-9209813.7367915,3059112.88092591,6371,2777,UNKNOWN,H,11420,Low,Direct,0,,,"02777 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN 1973 IN APPROX. POS. LAT.26-29- OON, LONG.82-44-00W. SURVEY REQUIREMENTS NOT DETERMINED",26.483689,-82.733161
-9220946.35637734,3034778.25573326,6372,2794,UNKNOWN,H,11420,Low,Direct,0,,,"02794 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN 1978 IN APPROX. POS. LAT.26-17- 15N, LONG.82-50-00W. SURVEY REQUIREMENTS NOT DETERMINED",26.287861,-82.833167
-9322991.40576698,3090236.78785688,6373,2799,UNKNOWN,H,11420,Low,Direct,0,,,"02799 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN 1977 IN APPROX. POS. LAT.26-44- OON, LONG.83-45-00W. SURVEY REQUIREMENTS NOT DETERMINED",26.733667,-83.749853
-9230223.83416925,2928086.76104404,6374,2801,UNKNOWN,H,11420,Low,Direct,0,,,"02801 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN 1963 IN APPROX. POS.25-25-30N, LONG.82-55-00W. SURVEY REQUIREMENTS NOT DETERMINED",25.425397,-82.916508
-9115612.36814756,2827090.74526247,6375,3104,GOODLUCK,H,11441,High,Direct,0,,,"HISTORY CL507/70--USPS; VISIBLE WK PA, SHRIMP BOAT, REPORTED IN LAT.24-36-15N, LONG.81-53-21W, FROM AERONAUTICAL TACAN BEARINGS (STATION AT LAT.24-35-07N, LONG.81-48-02W) 283 DEG. TRUE, 5 MILES.",24.603244,-81.886936
-9062126.78809559,2820319.25510025,6376,2546,UNKNOWN,H,11445,Low,Scaled,0,,,HISTORY CL1962/77--5-18-77; USPS; WK OF 18-20 FT DERELICT AWASH IN 1-2 FT OF WATER; VISIBLE AT MHW; NO MENACE TO NAVIGATION IN PRESENT POSITION; POSITION BY VISUAL SIGHTING SINCE WATER WAS TOO SHALLOW TO COME ALONGSIDE; CHARTED IN LA,24.547925,-81.406467
-9108067.13083131,2824794.6472598,6377,3117,UNKNOWN,H,11441,High,Direct,0,,,"HISTORY H2933(1908)WD, ADD WK (1909, 13,14,15)--CONTROL SIGNAL ""WRECK"". TRIANGULATION--RIK 1935; VOL 1, PAGE 423, LAT.24-35-02.638N,LONG.81-49-09.629W H5935/34-35--WK, TRIANG. RIK, 1935, (SIGNAL), SAME GP AS ABOVE, BARES 5FT MLW.",24.584489,-81.819156
-9105867.56839756,2825792.98842966,6378,3119,UNKNOWN,H,11441,High,Direct,0,,,"HISTORY H2933(1908)WD, ADD WK (1909,13,14,15)--CONTROL SIGNAL ""MAST"" H5935/34-35--VIS. WK. LOCATED BY SEXTANT FIXES. SCALED AT 1:10,000 IN LAT.24-35-32.34N, LONG.81-47-59.50W.",24.592644,-81.799397
-9107012.93495463,2825081.59483493,6379,3121,ERICKSON,H,11441,High,Direct,7,Feet and tenths,,"HISTORY H5935/34-35--WK, BARES 1FT MLW, SCALED AT 1:10,000 IN LAT.24-35-11.08N, LONG.81-48-35.54W. FISHING SMACK ""ERICKSON"" 20M LONG, 3M BEAM, DECK SUBM, SEXTANT CONTROL. T554",24.586833,-81.809686
-9106922.6548203,2825025.52701741,6380,3122,MARIE J. THOMPSON,H,11441,High,Direct,6,Feet and tenths,,"HISTORY H5935/34-35--VIS. WK., BARES 8 FT MLW, SCALED AT 1:10,000 IN LAT.24-35-08.61N, LONG.81-48-32.17W. SEXTANT CONTROL. WOODEN SCHOONER ""MARIE J. THOMPSON"". APPROX. 75 M LONG, 10 M BEAM.",24.586375,-81.808875
-9107223.21752899,2824864.66981997,6381,3124,UNKNOWN,H,11441,High,Direct,0,,,"HISTORY BL111755--TP00485/74-77, CHART MAINT PRINT; PIPES, AWASH 1FT MLW, SCALED AT 1:10,000 IN LAT.24-35-04.71N, LONG.81-48-42.05W. CL691/84--OPR-H373-HSB; DANG. SUBM. WK, COVERED 0.4FT AT MLW (UNVERIFIED), WA",24.585061,-81.811575
-9107254.16434976,2824550.42780164,6382,3126,UNKNOWN,H,11441,High,Direct,0,,,"HISTORY H5934A/34-36, ADD WK(1937)--WK, BARES 2FT MLW. SPONGE BOAT 10M LONG, 3M BEAM. STERN AND RIBS BARE. SCALED AT 1:10,000 IN LAT.24-34-55.25N,LONG.81-48-42.90W CL19/48--CPR; WK REMOVED THROUGH THIS DOCUMENT",24.582494,-81.811853
-9063240.20599326,2821644.82142253,6383,2547,UNKNOWN,H,11445,Low,Direct,0,,,"HISTORY LNM31/78--7TH CGD; 8-2-78; SUNKEN SAILBOAT, 20-24 FT LONG, REP IN PA LAT 24-33-30N, LONG 81-25-00W; MAST IS ABOUT 1 FT ABOVE MHW IN 24 FT OF WATER; ORIGINALLY CHARTED AS A VISIBLE WK PA; LATER REVISED THROUGH IN",24.558756,-81.416469
-9239499.53742472,3092315.36372055,6384,2832,OUTLAW,H,11420,Low,Direct,0,,,"02832 HISTORY LNM24/84--8TH CGD; THE OUTLAW REP. SUNK IN 1968 IN APPROX. POS. LAT.26-45-00N, LONG.83-00-00W. SURVEY REQUIREMENTS NOT DETERMINED",26.750342,-82.999833
-9297016.21743207,3001191.28554579,6385,2836,UNKNOWN,H,11420,Low,Direct,0,,,"02836 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN 1966 IN APPROX. POS. LAT.26-01- 00N, LONG.83-31-00W. SURVEY REQUIREMENTS NOT DETERMINED",26.017033,-83.516514
-9322990.73421974,2943499.99592664,6386,2842,TOOTS,H,11420,Low,Direct,0,,,"02842 HISTORY LNM24/84--8TH CGD; THE TOOTS REP. SUNK IN 1979 IN APPROX. POS. LAT.25-33-00N, LONG.83-45-00W. SURVEY REQUIREMENTS NOT DETERMINED",25.550381,-83.749847
-9387928.42211975,2987570.71411206,6387,2845,UNKNOWN,H,11420,Low,Direct,0,,,"02845 HISTORY LNM24/84--8TH CGD; UNKNOWN VESSEL REP. SUNK IN 1977 IN APPROX. POS. LAT.25-54- 24N, LONG.84-20-00W. SURVEY REQUIREMENTS NOT DETERMINED",25.907025,-84.333192
-8912379.10591909,3172490.04891265,6388,2847,UNKNOWN,H,11474,High,Direct,6,Feet and tenths,,"02847 HISTORY H8783/64--WK LOCATED AT LAT 27-23-29.09N, LONG 80-03-40.36W WITH DEPTH OF 56 FT. FE213WD--(FE2/74); WK LOCATED AND HUNG AT 65FT IN LAT 27-23-28.8N, LONG",27.391653,-80.061261
-8946350.71131779,3309451.47438889,6389,2851,LAERTES,H,11184,Poor,Unknown,0,,,"DESCRIPTION 27 NO.439; 3629 NT, SUNK 5/3/42. WK AT 28-28-40N, 80-21-55W HAS BEEN DEMOLISHED AND CLEARED TO A LD OF 38 FT BY U.S.C. & G.S. SURVEY REQUIREMENTS NOT DETERMINED",28.478611,-80.366433
-8944310.55548501,3205166.88247195,6390,2854,BEACONSHIRE,H,11474,Poor,Unknown,0,,,SURVEY REQUIREMENTS NOT DETERMINED,27.651975,-80.348106
-9108815.08659978,2819734.16147544,6391,2572,UNKNOWN,H,11447,High,Direct,10,Feet and tenths,,"HISTORY LNM11/77--225 FOOT BARGE SUNK ON ITS PORT SIDE IN APPROX. 25 FT IN LAT. 24-32-30N, LONG. 81-49-34W. CL94/78--(USPS)WRECK BEARING 140 DEG 200 FT FROM MOORING BUOY. OBSERVER",24.543144,-81.825875
-9107914.28903975,2820686.03450472,6392,2577,UNKNOWN,H,11447,High,Direct,20,Feet and tenths,,"HISTORY FE342WD/82--OPR-H654-R/H, ITEM 11; SUBMERGED 15 FT BOSTON WHALER, UPSIDE DOWN, LOCATED IN LAT. 24-33-01.79N, LONG. 81-49-04.69W (NAD 27) WITH A LD OF 19.2 FEET (MLLW) OBTAINED BY DIVER USING PNEUMATIC DEPTH GUAGE. (ENTERED 10/90 MCR)",24.550922,-81.817783
-8920375.85517582,3171487.0735764,6393,2855,HALSEY,H,11474,Low,Direct,0,,,HISTORY FE282WD--OPR-515-RU/HE-75; LOCAL INFORMATION DOES NOT SUBSTANTIATE A LARGE WRECK ANYWHERE WITHIN A COUPLE OF MILES; HIGHLY UNLIKELY THAT SUCH A VESSEL WOULD COMPLETELY DISINTEGRATE IN 33 YRS; CLERICAL ERROR SUSPECTED; EVALUATOR,27.383653,-80.133097
-8923715.77422397,3148314.07188354,6394,2856,GEORGES VALENTINE,H,11474,Poor,Unknown,0,,,SURVEY REQUIREMENTS NOT DETERMINED,27.198658,-80.1631
-8918520.60311978,3138096.85115001,6395,2857,J.H. LANE,H,11474,Poor,Unknown,0,,,SURVEY REQUIREMENTS NOT DETERMINED,27.116994,-80.116431
-8914253.27778116,3029708.95222142,6396,2858,COPENHAGEN,H,11466,Poor,Unknown,0,,,SURVEY REQUIREMENTS NOT DETERMINED,26.247025,-80.078097
-8929838.67595621,2900379.5834596,6397,2859,HMS WINCHESTER,H,11460,Poor,Unknown,0,,,SURVEY REQUIREMENTS NOT DETERMINED,25.200397,-80.218103
-8957669.44662103,2867813.58379561,6398,2860,EL INFANTE,H,11462,Poor,Direct,0,,,,24.935408,-80.468111
-8963235.7566986,2865767.75303932,6399,2861,SAN JOSEY LAS AMINAS,H,11462,Poor,Direct,0,,,,24.918742,-80.518114
-8974182.47316013,2857587.19225686,6400,2862,ALLIGATOR,H,11452,Poor,Direct,0,,,,24.852078,-80.61645
-8983459.06289732,2853294.35930794,6401,2863,EL PODER DE DIOS,H,11452,Poor,Direct,0,,,,24.817081,-80.699783
-8916108.97222785,2944734.16247228,6402,2869,UNKNOWN,H,11462,Poor,Unknown,0,,,SURVEY REQUIREMENTS NOT DETERMINED,25.560383,-80.094767
